"workclass";"education";"marital_status";"major_ind_code";"occupation";"race";"gender";"full_or_part_emp";"capital_gains";"capital_losses";"state_prev_res";"det_hh_summ";"fam_under_18";"country_self";"year";"income_50k";"YoB"
"private";"9th grade";"never married";"business and repair services";"other service";"white";"male";"full time schedules";0;0;;"child under 18 never married";"both parents present";"united states";95;"<=50k";78
"private";"prof school degree (md dds dvm llb jd)";"married civilian spouse present";"manufacturing durable goods";"executive admin and managerial";"white";"male";"children or armed forces";0;1902;;"householder";;"united states";94;">50k";52
"self employed not incorporated";"bachelors degree(ba ab bs)";"married civilian spouse present";"business and repair services";"executive admin and managerial";"white";"male";"full time schedules";0;0;;"spouse of householder";;"united states";95;">50k";53
"state government";"bachelors degree(ba ab bs)";"divorced";"education";"professional specialty";"white";"female";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";49
"federal government";"some college but no degree";"never married";"construction";"precision production craft & repair";"amer indian aleut or eskimo";"male";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";71
"private";"high school graduate";"never married";"personal services except private hh";"other service";"white";"male";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";67
"private";"high school graduate";"divorced";"wholesale trade";"adm support including clerical";"white";"female";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";57
"private";"some college but no degree";"married civilian spouse present";"business and repair services";"transportation and material moving";"white";"male";"full time schedules";0;0;;"householder";;"peru";95;"<=50k";62
"private";"bachelors degree(ba ab bs)";"married civilian spouse present";"other professional services";"professional specialty";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";55
"federal government";"masters degree(ma ms meng med msw mba)";"married civilian spouse present";"public administration";"executive admin and managerial";"white";"female";"children or armed forces";0;0;"connecticut";"spouse of householder";;"germany";94;">50k";53
"private";"high school graduate";"married civilian spouse present";"manufacturing durable goods";"precision production craft & repair";"white";"male";"children or armed forces";4386;0;;"householder";;"united states";94;"<=50k";61
"self employed not incorporated";"associates degree academic program";"never married";"personal services except private hh";"professional specialty";"white";"female";"children or armed forces";0;0;"utah";"householder";;"united states";94;"<=50k";67
"private";"high school graduate";"married civilian spouse present";"entertainment";"protective services";"white";"male";"children or armed forces";0;0;"north carolina";"child 18 or older";;"united states";94;"<=50k";72
"private";"high school graduate";"never married";"medical except hospital";"other service";"white";"female";"children or armed forces";0;0;;"child 18 or older";;"el salvador";94;"<=50k";75
"self employed not incorporated";"doctorate degree(phd edd)";"married civilian spouse present";"medical except hospital";"professional specialty";"white";"male";"children or armed forces";99999;0;;"householder";;"united states";94;">50k";56
"private";"some college but no degree";"married civilian spouse present";"transportation";"adm support including clerical";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";66
"private";"high school graduate";"married civilian spouse present";"manufacturing nondurable goods";"machine operators assmblrs & inspctrs";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";59
"private";"high school graduate";"married civilian spouse present";"wholesale trade";"sales";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";52
"local government";"high school graduate";"married civilian spouse present";"utilities and sanitary services";"precision production craft & repair";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;">50k";43
"local government";"bachelors degree(ba ab bs)";"married civilian spouse present";"education";"professional specialty";"white";"female";"pt for non econ reasons usually ft";0;0;;"spouse of householder";;"united states";95;"<=50k";37
"local government";"high school graduate";"married civilian spouse present";"education";"other service";"white";"male";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";35
"private";"high school graduate";"married civilian spouse present";"finance insurance and real estate";"adm support including clerical";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";51
"local government";"high school graduate";"married civilian spouse present";"public administration";"precision production craft & repair";"white";"male";"pt for econ reasons usually ft";0;0;;"householder";;"united states";95;"<=50k";45
"private";"10th grade";"married civilian spouse present";"manufacturing durable goods";"machine operators assmblrs & inspctrs";"white";"male";"pt for econ reasons usually ft";0;0;;"householder";;"united states";95;"<=50k";63
"federal government";"high school graduate";"married civilian spouse present";"transportation";"adm support including clerical";"white";"male";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";41
"private";"high school graduate";"married civilian spouse present";"wholesale trade";"adm support including clerical";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";53
"private";"high school graduate";"married civilian spouse present";"manufacturing durable goods";"machine operators assmblrs & inspctrs";"white";"male";"children or armed forces";2829;0;;"householder";;"united states";94;"<=50k";41
"federal government";"bachelors degree(ba ab bs)";"married civilian spouse present";"public administration";"other service";"black";"male";"full time schedules";5178;0;;"householder";;"haiti";95;">50k";47
"private";"some college but no degree";"never married";"manufacturing durable goods";"precision production craft & repair";"white";"male";"full time schedules";0;0;;"child 18 or older";;"united states";95;"<=50k";73
"private";"high school graduate";"divorced";"finance insurance and real estate";"precision production craft & repair";"white";"male";"children or armed forces";0;0;"california";"householder";;"united states";94;"<=50k";43
"private";"1st 2nd 3rd or 4th grade";"married civilian spouse present";"agriculture";"farming forestry and fishing";"white";"male";"children or armed forces";2580;0;"illinois";"householder";;"el salvador";94;"<=50k";51
"private";"high school graduate";"married civilian spouse present";"manufacturing durable goods";"machine operators assmblrs & inspctrs";"white";"male";"unemployed full time";0;0;;"householder";;"mexico";95;"<=50k";59
"private";"10th grade";"married civilian spouse present";"manufacturing durable goods";"machine operators assmblrs & inspctrs";"white";"female";"unemployed full time";0;0;;"householder";;"united states";95;"<=50k";56
"self employed not incorporated";"high school graduate";"widowed";"construction";"precision production craft & repair";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";35
"self employed not incorporated";"high school graduate";"never married";"personal services except private hh";"precision production craft & repair";"black";"female";"children or armed forces";0;0;;"child 18 or older";;"united states";94;"<=50k";55
"private";"high school graduate";"never married";"entertainment";"other service";"black";"female";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";54
"private";"some college but no degree";"never married";"personal services except private hh";"other service";"white";"female";"full time schedules";0;0;;"nonrelative of householder";;"united states";95;"<=50k";73
"federal government";"high school graduate";"married civilian spouse present";"public administration";"precision production craft & repair";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";55
"state government";"some college but no degree";"married civilian spouse present";"construction";"precision production craft & repair";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";41
"private";"bachelors degree(ba ab bs)";"never married";"entertainment";"executive admin and managerial";"white";"male";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";31
"private";"high school graduate";"married civilian spouse present";"retail trade";"executive admin and managerial";"white";"male";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";64
"private";"high school graduate";"married civilian spouse present";"other professional services";"sales";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";65
"local government";"masters degree(ma ms meng med msw mba)";"married civilian spouse present";"public administration";"executive admin and managerial";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";55
"local government";"high school graduate";"married civilian spouse present";"education";"other service";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";51
"private";"some college but no degree";"married civilian spouse present";"social services";"professional specialty";"white";"male";"children or armed forces";0;0;;"other relative of householder";;"united states";94;"<=50k";69
"private";"11th grade";"married civilian spouse present";"manufacturing durable goods";"machine operators assmblrs & inspctrs";"other";"male";"full time schedules";0;0;;"householder";;"mexico";95;"<=50k";59
"self employed not incorporated";"some college but no degree";"married civilian spouse present";"agriculture";"farming forestry and fishing";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";55
"state government";"some college but no degree";"never married";"education";"adm support including clerical";"black";"female";"full time schedules";0;0;;"child 18 or older";;"united states";95;"<=50k";76
"self employed incorporated";"associates degree occup /vocational";"married civilian spouse present";"wholesale trade";"executive admin and managerial";"white";"male";"children or armed forces";15024;0;;"householder";;"united states";94;"<=50k";36
"private";"high school graduate";"married civilian spouse present";"manufacturing durable goods";"precision production craft & repair";"white";"male";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";38
"private";"bachelors degree(ba ab bs)";"never married";"retail trade";"sales";"white";"female";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";48
"private";"doctorate degree(phd edd)";"widowed";"manufacturing durable goods";"executive admin and managerial";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";17
"private";"some college but no degree";"never married";"business and repair services";"adm support including clerical";"white";"male";"full time schedules";0;0;;"child 18 or older";;"united states";95;"<=50k";75
"private";"masters degree(ma ms meng med msw mba)";"never married";"manufacturing durable goods";"executive admin and managerial";"white";"female";"children or armed forces";0;0;;"nonrelative of householder";;;94;"<=50k";61
"private";"high school graduate";"married civilian spouse present";"manufacturing durable goods";"precision production craft & repair";"white";"male";"full time schedules";0;1887;;"householder";;"united states";95;">50k";38
"federal government";"some college but no degree";"never married";"business and repair services";"precision production craft & repair";"black";"male";"children or armed forces";0;0;"florida";"householder";;"united states";94;"<=50k";45
"private";"11th grade";"never married";"retail trade";"other service";"white";"male";"children or armed forces";0;0;;"child under 18 never married";"both parents present";"united states";94;"<=50k";77
"private";"some college but no degree";"married civilian spouse present";"communications";"adm support including clerical";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";72
"private";"associates degree academic program";"never married";"transportation";"executive admin and managerial";"white";"female";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";59
"self employed not incorporated";"less than 1st grade";"married civilian spouse present";"social services";"other service";"white";"female";"full time schedules";0;0;;"householder";;"mexico";95;"<=50k";48
"private";"9th grade";"never married";"medical except hospital";"adm support including clerical";"white";"female";"children or armed forces";0;0;;"child 18 or older";;"united states";94;"<=50k";76
"private";"bachelors degree(ba ab bs)";"never married";"finance insurance and real estate";"professional specialty";"black";"male";"children or armed forces";0;0;;"nonrelative of householder";;"united states";94;"<=50k";58
"self employed not incorporated";"some college but no degree";"divorced";"construction";"executive admin and managerial";"white";"male";"unemployed full time";0;0;;"householder";;"united states";95;"<=50k";63
"private";"some college but no degree";"never married";"business and repair services";"adm support including clerical";"white";"female";"children or armed forces";0;0;;"child 18 or older";;"united states";94;"<=50k";74
"federal government";"some college but no degree";"married civilian spouse present";"education";"adm support including clerical";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";66
"self employed not incorporated";"bachelors degree(ba ab bs)";"married civilian spouse present";"other professional services";"executive admin and managerial";"white";"male";"pt for non econ reasons usually ft";0;0;;"householder";;"united states";95;"<=50k";38
"private";"high school graduate";"married civilian spouse present";"construction";"precision production craft & repair";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";38
"private";"high school graduate";"married civilian spouse present";"business and repair services";"adm support including clerical";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";21
"private";"masters degree(ma ms meng med msw mba)";"married civilian spouse present";"transportation";"executive admin and managerial";"white";"male";"full time schedules";7688;0;;"householder";;"germany";95;">50k";39
"local government";"some college but no degree";"never married";"business and repair services";"adm support including clerical";"other";"male";"full time schedules";0;0;;"other relative of householder";;"united states";95;"<=50k";64
"private";"9th grade";"married civilian spouse present";"manufacturing durable goods";"machine operators assmblrs & inspctrs";"white";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";58
"private";"bachelors degree(ba ab bs)";"never married";"finance insurance and real estate";"sales";"white";"male";"full time schedules";0;0;;"child 18 or older";;"united states";95;">50k";70
"local government";"7th and 8th grade";"never married";"education";"other service";"white";"male";"full time schedules";0;0;;"child under 18 never married";"both parents present";"united states";95;"<=50k";80
"private";"high school graduate";"married civilian spouse present";"manufacturing durable goods";"machine operators assmblrs & inspctrs";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";43
"private";"11th grade";"never married";"retail trade";"other service";"white";"female";"full time schedules";0;0;;"child 18 or older";;"united states";95;"<=50k";77
"private";"1st 2nd 3rd or 4th grade";"married spouse absent";"agriculture";"farming forestry and fishing";"white";"male";"children or armed forces";0;0;"california";"other relative of householder";;"mexico";94;"<=50k";57
"private";"10th grade";"married civilian spouse present";"social services";"other service";"white";"female";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";69
"state government";"some college but no degree";"married civilian spouse present";"social services";"professional specialty";"black";"male";"children or armed forces";4386;0;;"householder";;"united states";94;"<=50k";60
"private";"associates degree academic program";"married civilian spouse present";"finance insurance and real estate";"adm support including clerical";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";60
"self employed not incorporated";"high school graduate";"married civilian spouse present";"retail trade";"sales";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";40
"private";"bachelors degree(ba ab bs)";"never married";"personal services except private hh";"adm support including clerical";"black";"male";"children or armed forces";0;0;;"child 18 or older";;"united states";94;"<=50k";67
"private";"some college but no degree";"married civilian spouse present";"retail trade";"other service";"white";"female";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";56
"private";"associates degree occup /vocational";"married civilian spouse present";"manufacturing nondurable goods";"machine operators assmblrs & inspctrs";"black";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";58
"private";"high school graduate";"separated";"finance insurance and real estate";"adm support including clerical";"white";"female";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";64
"private";"high school graduate";"never married";"retail trade";"handlers equip cleaners etc";"white";"female";"full time schedules";2176;0;;"nonrelative of householder";;"united states";95;"<=50k";74
"private";"high school graduate";"married civilian spouse present";"retail trade";"adm support including clerical";"white";"female";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";36
"private";"10th grade";"married civilian spouse present";"wholesale trade";"precision production craft & repair";"white";"male";"pt for econ reasons usually pt";0;0;;"householder";;"united states";95;"<=50k";57
"private";"masters degree(ma ms meng med msw mba)";"married civilian spouse present";"finance insurance and real estate";"technicians and related support";"white";"male";"full time schedules";0;0;;"householder";;"united states";95;">50k";40
"private";"some college but no degree";"married civilian spouse present";"retail trade";"executive admin and managerial";"asian or pacific islander";"male";"full time schedules";0;1848;;"householder";;"taiwan";95;"<=50k";44
"private";"high school graduate";"widowed";"manufacturing nondurable goods";"machine operators assmblrs & inspctrs";"black";"female";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";38
"private";"some college but no degree";"married civilian spouse present";"transportation";"adm support including clerical";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";61
"private";"some college but no degree";"never married";"finance insurance and real estate";"other service";"white";"male";"children or armed forces";0;0;"ohio";"householder";;"united states";94;"<=50k";63
"private";"high school graduate";"never married";"education";"adm support including clerical";"white";"female";"children or armed forces";0;0;"arkansas";"householder";;"united states";94;"<=50k";72
"local government";"masters degree(ma ms meng med msw mba)";"married civilian spouse present";"education";"professional specialty";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";39
"federal government";"high school graduate";"married civilian spouse present";"public administration";"adm support including clerical";"white";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";46
"private";"high school graduate";"married civilian spouse present";"business and repair services";"professional specialty";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";64
"self employed not incorporated";"some college but no degree";"never married";"personal services except private hh";"other service";"white";"female";"children or armed forces";0;0;;"nonrelative of householder";;"united states";94;"<=50k";68
"private";"associates degree academic program";"married civilian spouse present";"communications";"professional specialty";"white";"male";"full time schedules";0;0;;"householder";;"united states";95;">50k";58
"private";"11th grade";"never married";"retail trade";"sales";"white";"female";"children or armed forces";0;0;;"child 18 or older";;"united states";94;"<=50k";76
"private";"some college but no degree";"divorced";"utilities and sanitary services";"precision production craft & repair";"white";"male";"full time schedules";0;2824;;"nonrelative of householder";;"united states";95;">50k";59
"self employed incorporated";"some college but no degree";"married civilian spouse present";"retail trade";"executive admin and managerial";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;">50k";58
"private";"some college but no degree";"married civilian spouse present";"manufacturing durable goods";"machine operators assmblrs & inspctrs";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";48
"local government";"high school graduate";"married civilian spouse present";"entertainment";"adm support including clerical";"white";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";57
"private";"12th grade";"never married";"retail trade";"sales";"white";"male";"full time schedules";0;0;;"child 18 or older";;"united states";95;"<=50k";77
"private";"bachelors degree(ba ab bs)";"married civilian spouse present";"retail trade";"professional specialty";"white";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";48
"private";"bachelors degree(ba ab bs)";"married civilian spouse present";"manufacturing durable goods";"executive admin and managerial";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;">50k";54
"self employed not incorporated";"high school graduate";"married civilian spouse present";"agriculture";"farming forestry and fishing";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";44
"private";"some college but no degree";"married civilian spouse present";"manufacturing nondurable goods";"machine operators assmblrs & inspctrs";"white";"female";"children or armed forces";7298;0;;"householder";;"united states";94;"<=50k";70
"private";"high school graduate";"divorced";"business and repair services";"machine operators assmblrs & inspctrs";"white";"female";"children or armed forces";0;0;"indiana";"householder";;"united states";94;"<=50k";68
"local government";"11th grade";"divorced";"medical except hospital";"adm support including clerical";"black";"female";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";31
"private";"some college but no degree";"married civilian spouse present";"manufacturing nondurable goods";"machine operators assmblrs & inspctrs";"white";"male";"full time schedules";0;0;;"householder";;"united states";95;">50k";36
"private";"high school graduate";"married civilian spouse present";"mining";"precision production craft & repair";"white";"male";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";42
"private";"high school graduate";"married civilian spouse present";"finance insurance and real estate";"adm support including clerical";"white";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";59
"state government";"high school graduate";"married civilian spouse present";"education";"other service";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";49
"private";"9th grade";"never married";"personal services except private hh";"other service";"white";"male";"children or armed forces";0;0;;"other relative of householder";;"united states";94;"<=50k";66
"private";"some college but no degree";"married civilian spouse present";"manufacturing durable goods";"executive admin and managerial";"white";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";53
"state government";"bachelors degree(ba ab bs)";"never married";"education";"professional specialty";"white";"female";"full time schedules";0;0;;"child 18 or older";;"united states";95;"<=50k";70
"private";"high school graduate";"married civilian spouse present";"retail trade";"executive admin and managerial";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";58
"private";"high school graduate";"married civilian spouse present";"manufacturing durable goods";"precision production craft & repair";"other";"female";"children or armed forces";0;0;"michigan";"spouse of householder";;"dominican republic";94;"<=50k";58
"private";"bachelors degree(ba ab bs)";"married civilian spouse present";"construction";"professional specialty";"white";"male";"children or armed forces";0;0;"florida";"householder";;"united states";94;"<=50k";69
"private";"some college but no degree";"married spouse absent";"other professional services";"adm support including clerical";"amer indian aleut or eskimo";"female";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";54
"private";"masters degree(ma ms meng med msw mba)";"divorced";"utilities and sanitary services";"executive admin and managerial";"white";"male";"full time schedules";0;0;;"householder";;"united states";95;">50k";44
"private";"doctorate degree(phd edd)";"married civilian spouse present";"retail trade";"sales";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";45
"self employed not incorporated";"some college but no degree";"married civilian spouse present";"agriculture";"farming forestry and fishing";"white";"male";"full time schedules";0;0;;"householder";;"united states";95;">50k";22
"private";"bachelors degree(ba ab bs)";"divorced";"retail trade";"sales";"white";"female";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";54
"private";"some college but no degree";"married civilian spouse present";"construction";"precision production craft & repair";"white";"male";"full time schedules";0;0;;"spouse of householder";;"united states";95;">50k";55
"private";"5th or 6th grade";"never married";"manufacturing nondurable goods";"handlers equip cleaners etc";"white";"male";"children or armed forces";0;0;"abroad";"nonrelative of householder";;"mexico";94;"<=50k";69
"private";"high school graduate";"married civilian spouse present";"private household services";"other service";"other";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";58
"private";"some college but no degree";"never married";"communications";"adm support including clerical";"white";"female";"not in labor force";0;0;;"householder";;"united states";95;"<=50k";46
"private";"11th grade";"never married";"retail trade";"other service";"white";"male";"full time schedules";0;0;;"child under 18 never married";"both parents present";"united states";95;"<=50k";78
"private";"some college but no degree";"never married";"manufacturing nondurable goods";"machine operators assmblrs & inspctrs";"black";"male";"full time schedules";0;0;;"nonrelative of householder";;"united states";95;"<=50k";76
"state government";"masters degree(ma ms meng med msw mba)";"married civilian spouse present";"education";"professional specialty";"white";"male";"full time schedules";15024;0;;"householder";;"united states";95;">50k";43
"private";"high school graduate";"never married";"manufacturing durable goods";"machine operators assmblrs & inspctrs";"white";"male";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";66
"private";"5th or 6th grade";"married spouse absent";"retail trade";"other service";"white";"male";"full time schedules";0;0;;"householder";;"mexico";95;"<=50k";61
"self employed not incorporated";"high school graduate";"married civilian spouse present";"transportation";"transportation and material moving";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";61
"private";"some college but no degree";"married civilian spouse present";"business and repair services";"professional specialty";"white";"male";"full time schedules";0;0;;"spouse of householder";;"united states";95;">50k";42
"private";"high school graduate";"divorced";"manufacturing durable goods";"precision production craft & repair";"white";"male";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";59
"private";"bachelors degree(ba ab bs)";"married civilian spouse present";"business and repair services";"professional specialty";"white";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";58
"private";"high school graduate";"married civilian spouse present";"education";"other service";"white";"male";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";47
"private";"high school graduate";"married civilian spouse present";"construction";"precision production craft & repair";"white";"male";"children or armed forces";2885;0;;"householder";;"united states";94;"<=50k";52
"local government";"high school graduate";"married civilian spouse present";"construction";"handlers equip cleaners etc";"white";"male";"children or armed forces";0;0;"minnesota";"householder";;"united states";94;"<=50k";66
"private";"high school graduate";"married civilian spouse present";"manufacturing nondurable goods";"machine operators assmblrs & inspctrs";"white";"male";"not in labor force";0;0;;"householder";;"united states";95;"<=50k";30
"private";"high school graduate";"married civilian spouse present";"manufacturing durable goods";"precision production craft & repair";"white";"male";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";57
"private";"bachelors degree(ba ab bs)";"never married";"business and repair services";"professional specialty";"white";"female";"children or armed forces";0;0;;"nonrelative of householder";;"united states";94;"<=50k";68
"private";"bachelors degree(ba ab bs)";"never married";"retail trade";"sales";"white";"male";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";68
"private";"high school graduate";"married civilian spouse present";"manufacturing durable goods";"adm support including clerical";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";48
"private";"7th and 8th grade";"never married";"manufacturing nondurable goods";"machine operators assmblrs & inspctrs";"white";"female";"children or armed forces";0;0;;"nonrelative of householder";;"ecuador";94;"<=50k";71
"self employed not incorporated";"high school graduate";"married civilian spouse present";"personal services except private hh";"other service";"white";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";45
"private";"some college but no degree";"divorced";"retail trade";"sales";"black";"female";"unemployed full time";0;0;;"householder";;"united states";95;"<=50k";64
"private";"high school graduate";"divorced";"retail trade";"sales";"white";"female";"unemployed full time";0;0;;"householder";;"united states";95;"<=50k";72
"private";"bachelors degree(ba ab bs)";"married civilian spouse present";"manufacturing durable goods";"machine operators assmblrs & inspctrs";"asian or pacific islander";"female";"children or armed forces";0;0;;"spouse of householder";;"india";94;"<=50k";68
"private";"bachelors degree(ba ab bs)";"divorced";"finance insurance and real estate";"executive admin and managerial";"white";"male";"children or armed forces";27828;0;;"householder";;"united states";94;">50k";30
"private";"high school graduate";"never married";"manufacturing nondurable goods";"technicians and related support";"white";"female";"children or armed forces";0;0;"wyoming";"householder";;"united states";94;"<=50k";72
"private";"5th or 6th grade";"married civilian spouse present";"manufacturing durable goods";"machine operators assmblrs & inspctrs";"white";"male";"pt for non econ reasons usually ft";0;0;;"householder";;"united states";95;"<=50k";41
"private";"bachelors degree(ba ab bs)";"married civilian spouse present";"other professional services";"professional specialty";"white";"male";"children or armed forces";0;0;"new jersey";"householder";;"united states";94;"<=50k";66
"self employed incorporated";"masters degree(ma ms meng med msw mba)";"married civilian spouse present";"wholesale trade";"sales";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;">50k";46
"private";"high school graduate";"married civilian spouse present";"business and repair services";"executive admin and managerial";"white";"female";"children or armed forces";0;0;"california";"spouse of householder";;"united states";94;"<=50k";68
"self employed not incorporated";"prof school degree (md dds dvm llb jd)";"married civilian spouse present";"other professional services";"professional specialty";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;">50k";30
"private";"12th grade";"married civilian spouse present";"agriculture";"adm support including clerical";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";70
"private";"high school graduate";"married civilian spouse present";"retail trade";"sales";"white";"female";"not in labor force";0;0;;"householder";;"united states";95;"<=50k";70
"private";"high school graduate";"married civilian spouse present";"medical except hospital";"executive admin and managerial";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";59
"self employed not incorporated";"high school graduate";"married civilian spouse present";"agriculture";"farming forestry and fishing";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";23
"local government";"high school graduate";"married civilian spouse present";"education";"adm support including clerical";"white";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";29
"private";"12th grade";"married civilian spouse present";"retail trade";"other service";"black";"male";"unemployed full time";0;0;;"spouse of householder";;"jamaica";95;"<=50k";59
"private";"some college but no degree";"never married";"retail trade";"sales";"white";"male";"children or armed forces";0;0;;"child 18 or older";;"united states";94;"<=50k";70
"private";"some college but no degree";"divorced";"manufacturing nondurable goods";"machine operators assmblrs & inspctrs";"black";"male";"children or armed forces";0;0;;"child 18 or older";;"united states";94;"<=50k";50
"private";"some college but no degree";"married civilian spouse present";"manufacturing durable goods";"technicians and related support";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";47
"private";"bachelors degree(ba ab bs)";"married civilian spouse present";"wholesale trade";"precision production craft & repair";"white";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";41
"local government";"high school graduate";"married civilian spouse present";"education";"adm support including clerical";"white";"female";"unemployed part  time";0;0;;"spouse of householder";;"portugal";95;"<=50k";63
"private";"some college but no degree";"never married";"retail trade";"sales";"white";"female";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";73
"private";"associates degree occup /vocational";"divorced";"hospital services";"professional specialty";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";54
"private";"some college but no degree";"married civilian spouse present";"transportation";"transportation and material moving";"white";"male";"full time schedules";0;0;;"householder";;;95;"<=50k";38
"private";"bachelors degree(ba ab bs)";"married civilian spouse present";"personal services except private hh";"other service";"white";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";46
"private";"high school graduate";"married civilian spouse present";"personal services except private hh";"adm support including clerical";"white";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";55
"private";"high school graduate";"married civilian spouse present";"construction";"executive admin and managerial";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;">50k";53
"private";"high school graduate";"married civilian spouse present";"communications";"adm support including clerical";"white";"female";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";48
"private";"high school graduate";"divorced";"medical except hospital";"other service";"black";"female";"children or armed forces";0;0;;"other relative of householder";;"united states";94;"<=50k";42
"private";"high school graduate";"married civilian spouse present";"retail trade";"sales";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";39
