age;workclass;education;marital_status;occupation;relationship;race;gender;capital_gains;capital_losses;hours_per_week;country_self;income_50k
38;private;bachelors degree(ba ab bs);married civilian spouse present;technicians and related support;wife;white;female;0;0;24;united states;<=50k
36;self employed not incorporated;some college but no degree;married civilian spouse present;professional specialty;wife;white;female;0;0;4;united states;<=50k
26;private;high school graduate;never married;adm support including clerical;own child;white;female;0;0;40;united states;<=50k
52;private;10th grade;divorced;machine operators assmblrs & inspctrs;unmarried;white;female;0;0;40;united states;<=50k
50;private;5th or 6th grade;divorced;machine operators assmblrs & inspctrs;unmarried;white;female;0;0;40;mexico;<=50k
66;private;7th and 8th grade;separated;machine operators assmblrs & inspctrs;not in family;white;female;0;0;40;united states;<=50k
32;private;bachelors degree(ba ab bs);never married;professional specialty;not in family;white;male;0;0;40;united states;>50k
42;federal government;associates degree occup /vocational;divorced;executive admin and managerial;unmarried;white;male;0;323;40;united states;<=50k
56;self employed not incorporated;7th and 8th grade;never married;other service;unmarried;black;female;0;0;58;united states;<=50k
59;local government;some college but no degree;married civilian spouse present;professional specialty;wife;white;female;0;0;24;canada;<=50k
37;private;bachelors degree(ba ab bs);married civilian spouse present;professional specialty;husband;white;male;15024;0;50;united states;>50k
49;private;high school graduate;married civilian spouse present;precision production craft & repair;wife;white;female;7688;0;40;united states;>50k
60;private;bachelors degree(ba ab bs);divorced;executive admin and managerial;not in family;white;female;0;0;40;united states;>50k
46;private;high school graduate;divorced;adm support including clerical;not in family;white;female;0;0;40;united states;<=50k
42;state government;high school graduate;married civilian spouse present;protective services;husband;white;male;0;0;72;united states;>50k
44;private;high school graduate;never married;adm support including clerical;not in family;white;female;0;0;43;united states;<=50k
31;private;high school graduate;never married;other service;not in family;white;male;0;0;40;united states;<=50k
30;private;some college but no degree;divorced;sales;not in family;white;male;0;0;58;united states;<=50k
35;private;bachelors degree(ba ab bs);separated;sales;not in family;white;male;0;0;50;united states;>50k
17;private;11th grade;never married;other service;other relative;white;female;0;0;20;united states;<=50k
22;private;7th and 8th grade;married civilian spouse present;machine operators assmblrs & inspctrs;husband;white;male;0;0;40;united states;<=50k
22;private;some college but no degree;never married;adm support including clerical;unmarried;black;female;0;0;37;united states;<=50k
28;self employed not incorporated;associates degree academic program;never married;executive admin and managerial;not in family;white;male;0;0;21;guatemala;<=50k
35;private;some college but no degree;married civilian spouse present;transportation and material moving;husband;white;male;0;0;50;united states;<=50k
38;private;high school graduate;never married;farming forestry and fishing;not in family;white;male;0;0;48;united states;<=50k
49;federal government;bachelors degree(ba ab bs);married civilian spouse present;executive admin and managerial;husband;white;male;0;0;45;united states;>50k
42;private;bachelors degree(ba ab bs);married civilian spouse present;sales;husband;white;male;0;0;60;united states;>50k
53;private;high school graduate;married civilian spouse present;transportation and material moving;husband;black;male;0;1740;40;united states;<=50k
59;private;9th grade;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;50;united states;<=50k
18;self employed incorporated;high school graduate;never married;farming forestry and fishing;own child;white;male;0;0;25;united states;<=50k
39;local government;masters degree(ma ms meng med msw mba);married civilian spouse present;professional specialty;wife;white;female;0;0;28;united states;>50k
26;private;high school graduate;married civilian spouse present;machine operators assmblrs & inspctrs;husband;black;male;0;0;40;united states;<=50k
24;private;some college but no degree;married spouse absent;farming forestry and fishing;unmarried;white;female;0;0;40;united states;<=50k
45;private;masters degree(ma ms meng med msw mba);separated;technicians and related support;unmarried;white;female;0;0;36;united states;<=50k
34;private;prof school degree (md dds dvm llb jd);married civilian spouse present;sales;husband;white;male;7688;0;40;united states;>50k
27;local government;high school graduate;divorced;adm support including clerical;not in family;amer indian aleut or eskimo;female;0;0;33;united states;<=50k
48;private;some college but no degree;married civilian spouse present;sales;wife;white;female;0;0;40;united states;<=50k
20;private;some college but no degree;never married;transportation and material moving;own child;asian or pacific islander;male;0;0;40;united states;<=50k
49;self employed not incorporated;masters degree(ma ms meng med msw mba);married civilian spouse present;executive admin and managerial;husband;white;male;5178;0;40;united states;>50k
26;private;high school graduate;divorced;executive admin and managerial;unmarried;white;female;0;0;40;united states;<=50k
38;self employed incorporated;bachelors degree(ba ab bs);married civilian spouse present;sales;husband;white;male;15024;0;40;united states;>50k
27;private;high school graduate;never married;sales;unmarried;black;female;0;0;60;united states;<=50k
21;state government;some college but no degree;never married;other service;not in family;white;female;0;0;35;united states;<=50k
40;federal government;bachelors degree(ba ab bs);married civilian spouse present;professional specialty;husband;white;male;0;0;40;united states;>50k
47;private;7th and 8th grade;never married;transportation and material moving;not in family;other;male;0;0;48;puerto rico;<=50k
24;private;high school graduate;never married;handlers equip cleaners etc;not in family;black;female;0;0;50;united states;<=50k
43;private;high school graduate;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;40;united states;>50k
44;private;some college but no degree;divorced;executive admin and managerial;unmarried;white;male;0;0;47;united states;<=50k
56;private;9th grade;married civilian spouse present;other service;wife;white;female;4508;0;28;united states;<=50k
53;self employed incorporated;bachelors degree(ba ab bs);married civilian spouse present;executive admin and managerial;husband;white;male;0;2415;50;united states;>50k
36;self employed not incorporated;high school graduate;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;40;united states;<=50k
56;local government;12th grade;divorced;transportation and material moving;not in family;white;male;0;0;40;united states;<=50k
26;private;associates degree occup /vocational;never married;adm support including clerical;not in family;white;female;0;1590;40;united states;<=50k
31;private;associates degree occup /vocational;divorced;precision production craft & repair;not in family;white;male;0;0;40;united states;<=50k
19;private;some college but no degree;never married;sales;own child;white;female;0;0;7;united states;<=50k
26;private;high school graduate;never married;technicians and related support;other relative;white;male;0;0;40;united states;<=50k
40;private;some college but no degree;divorced;technicians and related support;not in family;white;male;0;0;50;united states;<=50k
21;private;some college but no degree;never married;sales;own child;white;female;0;0;20;united states;<=50k
35;private;associates degree occup /vocational;married civilian spouse present;precision production craft & repair;husband;white;male;3103;0;40;united states;>50k
33;private;9th grade;married civilian spouse present;machine operators assmblrs & inspctrs;husband;white;male;0;0;50;united states;<=50k
59;private;high school graduate;married civilian spouse present;private household services;wife;black;female;0;0;15;united states;<=50k
49;local government;high school graduate;widowed;other service;not in family;white;female;0;0;47;united states;<=50k
54;private;some college but no degree;married civilian spouse present;sales;husband;white;male;0;0;40;united states;<=50k
23;private;some college but no degree;married civilian spouse present;professional specialty;husband;white;male;2829;0;42;united states;<=50k
61;state government;masters degree(ma ms meng med msw mba);married civilian spouse present;professional specialty;husband;white;male;0;0;30;united states;<=50k
33;private;high school graduate;never married;precision production craft & repair;own child;white;male;0;0;43;united states;<=50k
36;state government;bachelors degree(ba ab bs);married civilian spouse present;protective services;husband;white;male;15024;0;40;germany;>50k
57;private;high school graduate;married civilian spouse present;machine operators assmblrs & inspctrs;husband;white;male;4386;0;40;united states;>50k
22;private;high school graduate;never married;adm support including clerical;own child;white;male;0;0;40;united states;<=50k
47;private;masters degree(ma ms meng med msw mba);divorced;professional specialty;unmarried;white;female;0;0;40;united states;>50k
23;private;some college but no degree;never married;other service;not in family;white;female;0;0;20;united states;<=50k
46;local government;high school graduate;widowed;professional specialty;unmarried;amer indian aleut or eskimo;female;0;0;33;united states;<=50k
49;private;bachelors degree(ba ab bs);divorced;executive admin and managerial;not in family;white;male;0;0;45;united states;<=50k
51;private;12th grade;never married;other service;own child;white;male;0;0;40;united states;<=50k
21;private;associates degree academic program;never married;handlers equip cleaners etc;own child;white;male;0;0;40;united states;<=50k
33;local government;high school graduate;never married;adm support including clerical;own child;white;male;0;0;46;united states;<=50k
45;federal government;bachelors degree(ba ab bs);married civilian spouse present;professional specialty;husband;white;male;0;0;40;united states;>50k
27;local government;bachelors degree(ba ab bs);never married;protective services;not in family;white;female;0;0;32;united states;<=50k
27;local government;associates degree academic program;never married;protective services;own child;white;male;0;0;40;united states;<=50k
34;private;high school graduate;never married;handlers equip cleaners etc;not in family;white;male;0;0;40;united states;<=50k
56;private;high school graduate;married civilian spouse present;adm support including clerical;husband;white;male;0;0;40;united states;<=50k
24;private;some college but no degree;married civilian spouse present;adm support including clerical;wife;white;female;0;0;40;united states;<=50k
24;private;some college but no degree;never married;adm support including clerical;not in family;white;female;0;0;40;united states;<=50k
59;self employed not incorporated;bachelors degree(ba ab bs);married civilian spouse present;executive admin and managerial;husband;white;male;0;0;25;united states;<=50k
33;private;some college but no degree;divorced;machine operators assmblrs & inspctrs;not in family;black;male;0;0;40;united states;<=50k
49;state government;high school graduate;married civilian spouse present;technicians and related support;husband;white;male;0;0;40;united states;<=50k
41;private;high school graduate;divorced;precision production craft & repair;not in family;white;male;0;0;40;united states;<=50k
34;private;high school graduate;never married;other service;not in family;white;male;0;0;40;united states;<=50k
43;private;11th grade;never married;other service;not in family;black;male;0;0;40;united states;<=50k
18;private;11th grade;never married;other service;own child;white;female;0;0;9;united states;<=50k
30;private;high school graduate;married civilian spouse present;machine operators assmblrs & inspctrs;husband;white;male;3942;0;40;united states;<=50k
29;private;high school graduate;married civilian spouse present;transportation and material moving;husband;white;male;2635;0;40;united states;<=50k
50;private;high school graduate;married civilian spouse present;farming forestry and fishing;husband;white;male;0;0;48;united states;>50k
24;private;some college but no degree;married civilian spouse present;technicians and related support;husband;white;male;0;0;40;united states;<=50k
53;private;11th grade;married civilian spouse present;sales;husband;white;male;0;0;40;united states;<=50k
52;private;high school graduate;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;40;united states;<=50k
42;federal government;bachelors degree(ba ab bs);married civilian spouse present;executive admin and managerial;husband;white;male;0;0;40;united states;>50k
36;private;bachelors degree(ba ab bs);married civilian spouse present;professional specialty;husband;white;male;0;0;55;united states;>50k
34;self employed incorporated;high school graduate;divorced;precision production craft & repair;not in family;black;male;0;0;50;united states;<=50k
38;federal government;high school graduate;never married;transportation and material moving;not in family;white;male;6849;0;50;united states;<=50k
32;private;bachelors degree(ba ab bs);never married;sales;not in family;asian or pacific islander;male;2174;0;45;taiwan;<=50k
31;local government;high school graduate;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;72;united states;<=50k
34;self employed not incorporated;high school graduate;married civilian spouse present;farming forestry and fishing;husband;white;male;0;0;60;united states;<=50k
49;private;bachelors degree(ba ab bs);divorced;executive admin and managerial;not in family;white;female;0;0;40;united states;<=50k
54;self employed not incorporated;high school graduate;widowed;precision production craft & repair;not in family;white;male;6849;0;50;united states;<=50k
58;private;bachelors degree(ba ab bs);married civilian spouse present;executive admin and managerial;husband;white;male;7688;0;40;united states;>50k
28;private;high school graduate;married civilian spouse present;machine operators assmblrs & inspctrs;husband;white;male;0;0;40;united states;<=50k
36;private;high school graduate;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;50;united states;<=50k
26;private;associates degree academic program;married civilian spouse present;sales;wife;white;female;0;0;50;united states;>50k
33;private;high school graduate;married civilian spouse present;handlers equip cleaners etc;husband;white;male;0;0;40;united states;<=50k
51;private;high school graduate;married civilian spouse present;other service;other relative;black;female;0;0;40;jamaica;<=50k
53;local government;associates degree occup /vocational;divorced;executive admin and managerial;not in family;amer indian aleut or eskimo;male;0;0;48;united states;<=50k
33;private;associates degree occup /vocational;never married;sales;own child;white;male;0;0;40;united states;<=50k
45;federal government;bachelors degree(ba ab bs);married civilian spouse present;professional specialty;husband;white;male;0;0;40;united states;>50k
27;private;5th or 6th grade;never married;machine operators assmblrs & inspctrs;not in family;white;female;0;0;52;mexico;<=50k
35;private;high school graduate;divorced;sales;not in family;white;male;0;0;60;united states;<=50k
47;private;high school graduate;divorced;precision production craft & repair;unmarried;white;female;0;0;40;united states;<=50k
17;private;10th grade;never married;farming forestry and fishing;own child;white;male;0;0;30;united states;<=50k
55;self employed incorporated;associates degree occup /vocational;divorced;executive admin and managerial;unmarried;white;male;0;0;30;united states;<=50k
28;self employed not incorporated;high school graduate;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;35;united states;<=50k
46;self employed not incorporated;masters degree(ma ms meng med msw mba);divorced;professional specialty;not in family;white;female;0;0;45;united states;<=50k
18;private;11th grade;never married;farming forestry and fishing;own child;white;male;0;0;6;united states;<=50k
43;local government;high school graduate;separated;adm support including clerical;other relative;white;female;0;0;35;united states;<=50k
60;self employed not incorporated;high school graduate;married civilian spouse present;transportation and material moving;husband;white;male;4508;0;8;united states;<=50k
55;self employed not incorporated;10th grade;married civilian spouse present;farming forestry and fishing;husband;white;male;0;1887;70;united states;>50k
52;private;high school graduate;divorced;other service;not in family;white;female;2597;0;36;united states;<=50k
40;private;bachelors degree(ba ab bs);married civilian spouse present;precision production craft & repair;husband;white;male;0;0;31;united states;<=50k
52;private;high school graduate;married civilian spouse present;machine operators assmblrs & inspctrs;husband;white;male;0;0;38;united states;<=50k
27;federal government;high school graduate;never married;technicians and related support;own child;white;female;0;0;40;united states;<=50k
44;private;masters degree(ma ms meng med msw mba);never married;professional specialty;not in family;asian or pacific islander;female;0;0;40;philippines;<=50k
56;private;high school graduate;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;40;united states;<=50k
35;private;bachelors degree(ba ab bs);never married;adm support including clerical;not in family;white;male;0;0;40;united states;<=50k
35;private;some college but no degree;divorced;executive admin and managerial;unmarried;white;female;0;0;40;united states;<=50k
47;local government;high school graduate;married civilian spouse present;other service;husband;black;male;0;0;40;puerto rico;<=50k
42;local government;associates degree occup /vocational;divorced;professional specialty;unmarried;white;female;0;0;50;united states;<=50k
63;private;7th and 8th grade;married civilian spouse present;sales;husband;white;male;0;0;45;united states;<=50k
48;state government;associates degree occup /vocational;married civilian spouse present;executive admin and managerial;husband;white;male;0;0;15;germany;>50k
41;private;bachelors degree(ba ab bs);separated;sales;not in family;white;female;0;0;40;united states;<=50k
17;private;11th grade;never married;other service;own child;white;female;0;0;10;united states;<=50k
26;state government;some college but no degree;never married;adm support including clerical;other relative;white;male;0;0;25;united states;<=50k
33;local government;bachelors degree(ba ab bs);divorced;professional specialty;own child;white;male;0;2339;40;united states;<=50k
41;private;high school graduate;divorced;machine operators assmblrs & inspctrs;not in family;white;male;0;0;40;united states;<=50k
20;private;some college but no degree;never married;adm support including clerical;own child;white;male;0;0;25;united states;<=50k
26;private;some college but no degree;married civilian spouse present;handlers equip cleaners etc;husband;white;male;0;0;40;united states;<=50k
35;local government;masters degree(ma ms meng med msw mba);married civilian spouse present;professional specialty;husband;white;male;0;0;40;united states;<=50k
47;self employed incorporated;high school graduate;married civilian spouse present;sales;husband;white;male;0;0;50;united states;<=50k
64;private;high school graduate;divorced;adm support including clerical;not in family;white;female;0;0;22;united states;<=50k
32;private;high school graduate;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;40;united states;<=50k
47;private;associates degree occup /vocational;married civilian spouse present;adm support including clerical;husband;black;male;0;0;40;united states;<=50k
22;private;high school graduate;never married;other service;not in family;white;male;0;0;20;united states;<=50k
35;private;bachelors degree(ba ab bs);never married;executive admin and managerial;not in family;white;male;0;0;45;united states;<=50k
53;private;12th grade;married civilian spouse present;other service;husband;white;male;0;0;40;united states;<=50k
29;self employed not incorporated;high school graduate;married civilian spouse present;farming forestry and fishing;husband;white;male;0;0;80;united states;<=50k
23;private;high school graduate;married civilian spouse present;technicians and related support;husband;white;male;0;0;40;united states;<=50k
45;private;some college but no degree;married civilian spouse present;sales;husband;white;male;0;0;50;united states;>50k
20;state government;some college but no degree;never married;adm support including clerical;own child;white;male;0;0;15;united states;<=50k
42;private;associates degree occup /vocational;married civilian spouse present;professional specialty;husband;asian or pacific islander;male;0;0;40;vietnam;>50k
45;private;associates degree occup /vocational;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;40;united states;<=50k
77;private;5th or 6th grade;married civilian spouse present;other service;husband;white;male;0;0;20;united states;<=50k
32;private;prof school degree (md dds dvm llb jd);never married;professional specialty;not in family;white;female;0;0;40;united states;<=50k
21;private;some college but no degree;never married;other service;not in family;black;female;0;0;10;united states;<=50k
32;private;prof school degree (md dds dvm llb jd);married civilian spouse present;professional specialty;husband;white;male;0;0;25;united states;>50k
41;private;high school graduate;married civilian spouse present;sales;husband;white;male;0;0;30;united states;>50k
42;private;high school graduate;separated;technicians and related support;not in family;black;female;0;0;40;united states;<=50k
26;local government;bachelors degree(ba ab bs);never married;protective services;not in family;white;female;0;0;48;united states;<=50k
66;private;high school graduate;married civilian spouse present;sales;husband;white;male;0;0;40;united states;<=50k
41;private;high school graduate;never married;other service;not in family;white;male;0;0;30;united states;<=50k
40;private;bachelors degree(ba ab bs);never married;adm support including clerical;unmarried;black;female;0;0;65;united states;<=50k
21;private;some college but no degree;never married;other service;own child;white;male;0;0;40;united states;<=50k
40;private;high school graduate;separated;machine operators assmblrs & inspctrs;unmarried;black;female;0;0;40;united states;<=50k
48;private;high school graduate;divorced;machine operators assmblrs & inspctrs;unmarried;white;female;0;0;44;united states;<=50k
62;self employed not incorporated;bachelors degree(ba ab bs);married civilian spouse present;professional specialty;husband;white;male;15024;0;40;united states;>50k
45;private;masters degree(ma ms meng med msw mba);married civilian spouse present;executive admin and managerial;husband;white;male;0;0;50;united states;>50k
42;self employed incorporated;some college but no degree;married civilian spouse present;farming forestry and fishing;husband;white;male;0;0;60;united states;<=50k
20;private;some college but no degree;never married;sales;own child;white;female;2597;0;20;united states;<=50k
30;private;high school graduate;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;40;united states;>50k
59;private;9th grade;widowed;handlers equip cleaners etc;unmarried;white;male;0;0;40;united states;<=50k
22;private;associates degree academic program;never married;farming forestry and fishing;not in family;black;female;0;0;40;united states;<=50k
23;federal government;some college but no degree;never married;adm support including clerical;not in family;white;male;0;0;60;united states;<=50k
55;private;some college but no degree;widowed;executive admin and managerial;not in family;white;female;2354;0;40;united states;<=50k
58;private;high school graduate;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;40;greece;>50k
67;private;bachelors degree(ba ab bs);married civilian spouse present;professional specialty;husband;white;male;0;0;40;united states;>50k
51;private;11th grade;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;45;united states;<=50k
37;private;some college but no degree;separated;sales;not in family;white;male;0;0;45;united states;<=50k
34;private;associates degree occup /vocational;never married;sales;not in family;amer indian aleut or eskimo;male;2597;0;45;united states;<=50k
49;private;associates degree occup /vocational;divorced;other service;unmarried;white;female;0;0;20;united states;<=50k
46;private;some college but no degree;divorced;sales;unmarried;white;male;0;0;60;united states;<=50k
29;private;some college but no degree;never married;technicians and related support;not in family;white;female;0;0;40;united states;<=50k
19;self employed incorporated;high school graduate;never married;adm support including clerical;own child;white;female;0;0;20;united states;<=50k
38;self employed not incorporated;prof school degree (md dds dvm llb jd);married civilian spouse present;professional specialty;husband;white;male;0;0;37;united states;>50k
58;self employed not incorporated;some college but no degree;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;40;united states;<=50k
43;private;high school graduate;married civilian spouse present;machine operators assmblrs & inspctrs;husband;white;male;0;0;43;united states;<=50k
34;private;high school graduate;married civilian spouse present;machine operators assmblrs & inspctrs;husband;white;male;4386;0;55;united states;>50k
59;self employed not incorporated;high school graduate;married civilian spouse present;sales;wife;white;female;0;0;42;united states;<=50k
33;private;some college but no degree;never married;other service;own child;asian or pacific islander;female;0;0;40;philippines;<=50k
17;private;some college but no degree;never married;adm support including clerical;own child;white;female;0;0;6;united states;<=50k
29;local government;bachelors degree(ba ab bs);never married;technicians and related support;not in family;white;female;0;0;40;united states;<=50k
33;private;associates degree academic program;never married;machine operators assmblrs & inspctrs;not in family;white;female;0;0;42;united states;<=50k
45;private;11th grade;separated;technicians and related support;unmarried;white;female;0;0;40;puerto rico;<=50k
68;private;some college but no degree;widowed;adm support including clerical;not in family;white;female;991;0;29;united states;<=50k
33;local government;bachelors degree(ba ab bs);never married;professional specialty;not in family;white;female;0;0;20;united states;<=50k
49;self employed incorporated;prof school degree (md dds dvm llb jd);married civilian spouse present;professional specialty;husband;white;male;0;0;60;united states;>50k
46;local government;some college but no degree;married civilian spouse present;adm support including clerical;wife;white;female;7688;0;40;united states;>50k
54;private;bachelors degree(ba ab bs);married civilian spouse present;sales;husband;white;male;0;0;67;united states;<=50k
31;private;high school graduate;never married;machine operators assmblrs & inspctrs;own child;white;male;0;0;40;united states;<=50k
39;self employed incorporated;bachelors degree(ba ab bs);never married;professional specialty;unmarried;white;female;0;0;80;united states;<=50k
36;private;7th and 8th grade;married civilian spouse present;adm support including clerical;husband;white;male;0;0;45;portugal;<=50k
35;self employed not incorporated;bachelors degree(ba ab bs);married civilian spouse present;precision production craft & repair;husband;white;male;0;0;7;united states;<=50k
36;private;bachelors degree(ba ab bs);married civilian spouse present;technicians and related support;husband;white;male;0;1902;40;united states;>50k
27;private;some college but no degree;never married;adm support including clerical;own child;white;female;0;0;40;mexico;<=50k
46;private;high school graduate;married civilian spouse present;handlers equip cleaners etc;wife;white;female;0;0;40;united states;>50k
34;private;12th grade;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;59;united states;>50k
29;federal government;bachelors degree(ba ab bs);married civilian spouse present;professional specialty;husband;white;male;0;0;40;united states;<=50k
49;private;associates degree occup /vocational;married civilian spouse present;executive admin and managerial;husband;white;male;7688;0;60;united states;>50k
52;self employed not incorporated;10th grade;married civilian spouse present;executive admin and managerial;husband;white;male;0;0;40;united states;<=50k
30;private;associates degree occup /vocational;married civilian spouse present;transportation and material moving;husband;white;male;0;0;40;united states;<=50k
46;local government;masters degree(ma ms meng med msw mba);married civilian spouse present;executive admin and managerial;husband;white;male;0;0;40;united states;>50k
35;private;high school graduate;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;50;united states;>50k
37;private;high school graduate;separated;other service;unmarried;white;female;0;0;40;united states;<=50k
38;state government;prof school degree (md dds dvm llb jd);married civilian spouse present;professional specialty;husband;white;male;7688;0;40;united states;>50k
46;self employed not incorporated;associates degree occup /vocational;married civilian spouse present;executive admin and managerial;husband;white;male;0;0;40;united states;>50k
42;private;9th grade;never married;machine operators assmblrs & inspctrs;not in family;white;male;0;0;24;united states;<=50k
48;self employed incorporated;bachelors degree(ba ab bs);never married;executive admin and managerial;not in family;white;female;0;0;55;canada;>50k
59;private;prof school degree (md dds dvm llb jd);divorced;other service;not in family;white;male;27828;0;60;united states;>50k
22;private;some college but no degree;never married;other service;own child;white;female;0;0;25;united states;<=50k
38;private;high school graduate;never married;handlers equip cleaners etc;not in family;black;female;0;0;40;united states;<=50k
39;private;high school graduate;never married;precision production craft & repair;not in family;white;female;0;0;43;united states;<=50k
41;private;some college but no degree;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;40;peru;<=50k
19;private;12th grade;never married;adm support including clerical;own child;white;male;0;0;9;united states;<=50k
47;state government;high school graduate;married civilian spouse present;protective services;husband;white;male;0;0;40;united states;<=50k
47;private;some college but no degree;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;40;united states;>50k
55;private;high school graduate;married civilian spouse present;executive admin and managerial;husband;white;male;0;0;40;united states;<=50k
37;state government;masters degree(ma ms meng med msw mba);divorced;professional specialty;unmarried;white;female;0;0;40;united states;<=50k
29;private;associates degree academic program;never married;other service;own child;white;male;0;0;20;united states;<=50k
34;self employed not incorporated;bachelors degree(ba ab bs);married civilian spouse present;executive admin and managerial;husband;white;male;15024;0;35;united states;>50k
41;private;high school graduate;married civilian spouse present;transportation and material moving;husband;white;male;0;0;40;united states;<=50k
34;private;high school graduate;divorced;transportation and material moving;unmarried;white;male;0;0;60;united states;<=50k
29;private;bachelors degree(ba ab bs);married civilian spouse present;executive admin and managerial;wife;white;female;15024;0;50;cuba;>50k
37;self employed not incorporated;associates degree occup /vocational;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;30;united states;<=50k
55;private;masters degree(ma ms meng med msw mba);divorced;sales;not in family;white;male;10520;0;40;united states;>50k
52;private;high school graduate;married civilian spouse present;executive admin and managerial;wife;white;female;0;0;45;united states;<=50k
57;private;9th grade;married civilian spouse present;transportation and material moving;husband;white;male;0;0;50;united states;<=50k
67;private;bachelors degree(ba ab bs);married civilian spouse present;executive admin and managerial;husband;white;male;0;0;40;united states;>50k
20;private;some college but no degree;never married;other service;own child;white;male;0;0;20;united states;<=50k
58;private;bachelors degree(ba ab bs);married civilian spouse present;sales;husband;white;male;0;1902;70;united states;>50k
62;private;high school graduate;widowed;precision production craft & repair;unmarried;black;female;0;0;40;united states;<=50k
40;private;high school graduate;married civilian spouse present;machine operators assmblrs & inspctrs;husband;white;male;0;0;45;united states;>50k
26;private;bachelors degree(ba ab bs);never married;adm support including clerical;own child;white;female;0;0;40;united states;<=50k
42;private;some college but no degree;married civilian spouse present;sales;husband;white;male;0;0;45;united states;>50k
18;federal government;high school graduate;never married;transportation and material moving;own child;white;male;0;0;40;united states;<=50k
34;private;high school graduate;married civilian spouse present;sales;wife;white;female;0;0;40;united states;<=50k
50;private;high school graduate;married civilian spouse present;handlers equip cleaners etc;husband;white;male;0;0;40;united states;>50k
30;private;high school graduate;married civilian spouse present;precision production craft & repair;husband;other;male;0;0;32;united states;<=50k
42;local government;high school graduate;divorced;adm support including clerical;not in family;white;female;0;0;40;united states;<=50k
37;private;some college but no degree;divorced;other service;unmarried;white;female;0;0;56;united states;<=50k
47;private;high school graduate;married civilian spouse present;sales;husband;white;male;0;0;40;portugal;<=50k
46;private;some college but no degree;divorced;machine operators assmblrs & inspctrs;not in family;white;female;0;0;40;united states;<=50k
30;private;masters degree(ma ms meng med msw mba);never married;professional specialty;not in family;asian or pacific islander;male;0;0;45;iran;>50k
52;private;high school graduate;married civilian spouse present;precision production craft & repair;husband;white;male;7298;0;50;united states;>50k
23;local government;high school graduate;never married;other service;own child;black;male;0;0;40;united states;<=50k
35;self employed not incorporated;some college but no degree;married spouse absent;precision production craft & repair;not in family;white;male;0;0;40;united states;<=50k
44;private;bachelors degree(ba ab bs);never married;adm support including clerical;not in family;white;female;0;0;70;united states;<=50k
35;private;masters degree(ma ms meng med msw mba);married civilian spouse present;precision production craft & repair;husband;white;male;0;0;40;united states;<=50k
31;state government;some college but no degree;never married;executive admin and managerial;not in family;white;male;0;0;40;united states;<=50k
50;state government;some college but no degree;divorced;executive admin and managerial;not in family;white;female;0;0;40;united states;<=50k
29;private;high school graduate;married civilian spouse present;sales;husband;white;male;0;0;40;united states;<=50k
39;private;high school graduate;divorced;handlers equip cleaners etc;unmarried;white;male;0;0;40;united states;<=50k
22;private;bachelors degree(ba ab bs);married civilian spouse present;sales;husband;white;male;0;0;40;united states;<=50k
33;private;high school graduate;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;40;united states;<=50k
42;private;masters degree(ma ms meng med msw mba);divorced;sales;not in family;white;male;0;0;50;united states;<=50k
31;private;bachelors degree(ba ab bs);married civilian spouse present;adm support including clerical;husband;white;male;0;0;50;united states;>50k
23;private;high school graduate;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;40;united states;<=50k
33;private;high school graduate;married civilian spouse present;precision production craft & repair;wife;white;female;0;0;40;united states;<=50k
48;local government;some college but no degree;divorced;executive admin and managerial;not in family;white;female;0;0;52;united states;<=50k
46;private;5th or 6th grade;married civilian spouse present;other service;wife;asian or pacific islander;female;0;0;40;philippines;>50k
57;private;bachelors degree(ba ab bs);married civilian spouse present;protective services;wife;white;female;0;0;45;germany;>50k
44;state government;masters degree(ma ms meng med msw mba);never married;adm support including clerical;not in family;black;female;0;0;52;united states;<=50k
20;private;some college but no degree;never married;transportation and material moving;own child;white;male;0;0;15;united states;<=50k
44;private;associates degree academic program;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;40;united states;>50k
29;private;11th grade;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;60;united states;<=50k
71;self employed not incorporated;masters degree(ma ms meng med msw mba);married civilian spouse present;farming forestry and fishing;husband;white;male;0;1411;70;united states;<=50k
31;private;some college but no degree;married civilian spouse present;adm support including clerical;wife;white;female;0;0;40;united states;<=50k
